Type ouvrage;Code ligne 1;Nom ligne 1;Propriétaire ligne 1;Etat;TENSION;Source donnée;Geo Shape;Nombre circuit;Code ligne 2;Nom ligne 2;Propriétaire ligne 2;Code ligne 3;Nom ligne 3;Propriétaire ligne 3;Code ligne 4;Nom ligne 4;Propriétaire ligne 4;Code ligne 5;Nom ligne 5;Proprietaire ligne 5;geo_point_2d
AERIEN;CARRIL61MORU;LIAISON 225kV N0 1 CARRIERES-MORU;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.5841865416, 49.3192343148], [2.5893232851, 49.3200061345]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.319620224649995, 2.58675491335
AERIEN;DOMLOL71OUDON;LIAISON 400kV N0 1 DOMLOUP - OUDON;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[-1.5538576754, 48.0924244113], [-1.5526119946, 48.092580448], [-1.5487700389, 48.0951684237]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.09358188831683, -1.5512334251981945
AERIEN;F.FREL71M.SEI;LIAISON 400kV N0 1 FAUX-FRESNAY - MERY-SUR-SEINE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[3.9192113153, 48.5209839814], [3.9183954194, 48.5218109645], [3.9160214351, 48.5251453525], [3.914137331, 48.5278524683], [3.9158099731, 48.5319626221], [3.9178241498, 48.536683642], [3.9199957837, 48.541784824], [3.922056961, 48.5465881108], [3.9240848421, 48.551330477], [3.9260247453, 48.5559070104], [3.9280179394, 48.5605585819], [3.9298193759, 48.5647790415], [3.9313569611, 48.5683933236], [3.9330241076, 48.5722719734], [3.9348580204, 48.5765926859], [3.9369662381, 48.5815230333], [3.9389407618, 48.5861601399], [3.9408153758, 48.5905075139], [3.9425201973, 48.5945115327], [3.9443951256, 48.5989154724], [3.9465004883, 48.603813195], [3.9483342595, 48.6080833065], [3.9499989699, 48.6119849807], [3.951825873, 48.6159140841], [3.9542806405, 48.6201791189], [3.9570795658, 48.6247741256], [3.9595243358, 48.6288214117], [3.9618203597, 48.6326494133], [3.9641540382, 48.6364473538], [3.9668151314, 48.6408345965], [3.9693182008, 48.6449359658], [3.9724835222, 48.6501517088], [3.9741059293, 48.6496579473]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.586787609269976, 3.9404000064694933
AERIEN;BAYETL71MARMA;LIAISON 400kV N0 1 BAYET - MARMAGNE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[2.2612138301, 47.0968550921], [2.2626004363, 47.1011015592], [2.2624410225, 47.1018525128]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.099344762949535, 2.2619971174330797
AERIEN;BAYETL71MARMA;LIAISON 400kV N0 1 BAYET - MARMAGNE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[2.2612138301, 47.0968550921], [2.2655746447, 47.0925431569], [2.2691962806, 47.0889394999], [2.2723397073, 47.0853597464], [2.2759326482, 47.0812632332], [2.2794432836, 47.0772731648], [2.2843557297, 47.073567187], [2.289923907, 47.0693510109], [2.2948376769, 47.0656382803], [2.2995556828, 47.0630433871], [2.3035470855, 47.0608742272], [2.3087235505, 47.0580097388], [2.3125285022, 47.0549046301], [2.3167745049, 47.0513680196], [2.3214161886, 47.047536412], [2.3245824518, 47.0449304509], [2.3283155472, 47.0418432427], [2.3323328632, 47.0385280521], [2.3367579845, 47.0360649174], [2.3407732453, 47.0338108755], [2.3452308747, 47.0313152046], [2.3495779861, 47.028889001], [2.3531626992, 47.0268752152], [2.3567336043, 47.0248928045], [2.3612958836, 47.022327756], [2.3661678188, 47.0195950271], [2.3694221409, 47.0160059492], [2.3735556884, 47.0114735219], [2.3770635613, 47.0076038184], [2.3805789512, 47.0037340905], [2.384661474, 46.9992405801], [2.3881332184, 46.9954099424], [2.3912470138, 46.9919978699], [2.3946618741, 46.9882198626], [2.3986624677, 46.9837910982], [2.4023261568, 46.9797882659], [2.4096024439, 46.9769049064], [2.4168916786, 46.9739716857], [2.4235037361, 46.9713236049], [2.4290463849, 46.9691046769], [2.4344776095, 46.9669291165], [2.4411856201, 46.9642363878], [2.4475179891, 46.9616963838], [2.4539958679, 46.9586101672], [2.4603091964, 46.9555957294], [2.4666469078, 46.9525792045], [2.4734424636, 46.9493276981], [2.4799714506, 46.9462258184], [2.4856730498, 46.9435025756], [2.4910795961, 46.9409217667], [2.4969874379, 46.9380997988], [2.50276644, 46.9353517535], [2.5092221562, 46.9322830329], [2.5162382152, 46.9289173612], [2.5231000171, 46.9256640513], [2.5301988236, 46.9222744432], [2.5370407188, 46.9189941468], [2.5442286404, 46.9155743599], [2.5493989701, 46.9130727165], [2.5569823854, 46.9094493304], [2.5641404838, 46.9060020715], [2.5701273986, 46.9031694963], [2.5766692864, 46.9000135541], [2.5831798774, 46.8968958975], [2.5897700052, 46.8937717553], [2.5966757849, 46.8904611894], [2.6036175756, 46.887146702], [2.6107484193, 46.8837360662], [2.6162538862, 46.8810803414], [2.6208545966, 46.8789013376], [2.6262997798, 46.8762711842], [2.6341266846, 46.8727830116], [2.641240464, 46.8695829137], [2.6475463107, 46.8667256205], [2.6535023977, 46.8640812617], [2.6584351299, 46.861878407], [2.6633687927, 46.859657252], [2.6687180181, 46.8568329926], [2.6738216715, 46.8541284068], [2.6798343821, 46.850992999], [2.6853728942, 46.8480397256], [2.6900179723, 46.84446062], [2.6939403952, 46.8414332657], [2.699108885, 46.8374455063], [2.7051728682, 46.8327251867], [2.7099431403, 46.8290538053], [2.715571597, 46.8247171464], [2.7204155989, 46.820960057], [2.7264887676, 46.8162655436], [2.7307685754, 46.8125462705], [2.7352267771, 46.8086839768], [2.7394579247, 46.8050137511], [2.7438266917, 46.8012184526], [2.7477501267, 46.7977894002], [2.7519833561, 46.794150275], [2.756362282, 46.7903365495], [2.7605325466, 46.7867166723], [2.7641748677, 46.7835476368], [2.7683204054, 46.7799472634], [2.7722394525, 46.7765200644], [2.7761037705, 46.7731709382], [2.7810395474, 46.7688602738], [2.7867027193, 46.7639809085], [2.792052006, 46.7587151942], [2.7961352932, 46.7546706721], [2.8000331772, 46.7513622347], [2.8055717946, 46.7466095303], [2.8097234892, 46.7430643538], [2.8133702314, 46.7399432568], [2.8169258244, 46.7369055531], [2.8213345508, 46.7331077642], [2.8249962179, 46.7291075051], [2.8295727854, 46.7240622538], [2.8333403385, 46.7200441661], [2.8370319816, 46.716082063], [2.8415962187, 46.7130363624], [2.8473280124, 46.7091683518], [2.852207818, 46.705049283], [2.8571278065, 46.7009703031], [2.8622863149, 46.6966174111], [2.8678105941, 46.6919153045], [2.8725445466, 46.6877708394], [2.8764443212, 46.6842113142], [2.8799981023, 46.6811355308], [2.8851220229, 46.6770903396], [2.8900963646, 46.6731913871], [2.8947927069, 46.6695256919], [2.9010321798, 46.6646393988], [2.9069285614, 46.6600378685], [2.9115718138, 46.6567540964], [2.9156198721, 46.6538240317], [2.9202088546, 46.6504520047], [2.9253530883, 46.6467737303], [2.9311611424, 46.6425825345], [2.9362216958, 46.6387953318], [2.9384807208, 46.6349660244], [2.9405156082, 46.6313276908], [2.9448383375, 46.6269978752], [2.9481626005, 46.6234676814], [2.9518840755, 46.6194233155], [2.9545715007, 46.6165756325], [2.9590889891, 46.6117835546], [2.9626781669, 46.6079536733], [2.9660942447, 46.6043243646], [2.9695369606, 46.6006678097], [2.9752506063, 46.5945980521], [2.9790320679, 46.590555137], [2.9827170463, 46.5865666196], [2.9865831397, 46.5823835105], [2.9908914953, 46.5774878588], [2.9950527228, 46.5727881235], [2.9995868217, 46.5677018861], [3.003136918, 46.5637062637], [3.0060554494, 46.5603656281], [3.0099440876, 46.5560861849], [3.0138274206, 46.5525803876], [3.0175995657, 46.5491911806], [3.0202935417, 46.5467899071], [3.0231333632, 46.5427733296], [3.0255919246, 46.539302058], [3.0292161835, 46.5354877799], [3.0338010481, 46.5305815491], [3.0383374251, 46.5258202792], [3.0413317894, 46.522620387], [3.0447886754, 46.5189343892], [3.0486697903, 46.5161300525], [3.0540441097, 46.5122491133], [3.0602699357, 46.5076868138], [3.0643696382, 46.5046861983], [3.0700614187, 46.5005523302], [3.072782708, 46.4965714922], [3.076246716, 46.491482703], [3.0791651556, 46.4872197098], [3.0842642335, 46.4829135377], [3.088951956, 46.4789625438], [3.0928643262, 46.4756814036], [3.0956045107, 46.4733553618], [3.0991960849, 46.4700059589], [3.1037485695, 46.4657601261], [3.1057430582, 46.4638959166], [3.110231733, 46.4597204241], [3.1146816998, 46.455526116], [3.1185864995, 46.4518509289], [3.1230918844, 46.4477071854], [3.1259746223, 46.444984414], [3.131171909, 46.4401706313], [3.135343317, 46.436278844], [3.1424121079, 46.4296608923], [3.1462339903, 46.4260842754], [3.1505260186, 46.4220497923], [3.1516310572, 46.4189512802], [3.1545675658, 46.4158467819], [3.1570642573, 46.4132735276], [3.1607852003, 46.409440705], [3.1637557067, 46.4063303141], [3.1676719093, 46.4022295118], [3.1752117772, 46.3966784736], [3.1784801512, 46.3926612346], [3.1827857974, 46.389490027], [3.1881732421, 46.3855205659], [3.1932334055, 46.3817053675], [3.1979030364, 46.3778191215], [3.2022805338, 46.3740770731], [3.2068153065, 46.3702895659], [3.2101340918, 46.3674694657], [3.2138166392, 46.3644188189], [3.2165043513, 46.3621603457], [3.2199645901, 46.3577058035], [3.2238787853, 46.3526753679], [3.2261567781, 46.3497360477], [3.2283352851, 46.3469252261], [3.2319901703, 46.3422582314], [3.2344619656, 46.339070675], [3.23653615, 46.3362875054], [3.2391255754, 46.3344314444], [3.2437047421, 46.3312439937], [3.2476715357, 46.3284400682], [3.2507489539, 46.3223473676], [3.2528148581, 46.3190043059], [3.2553679108, 46.3149941396], [3.2581593933, 46.3105168012], [3.2611639149, 46.3056903474], [3.2643125547, 46.3006673823], [3.2671703898, 46.2961334751], [3.2685846452, 46.2938166768], [3.2732035783, 46.2900698097], [3.2759153048, 46.2874515697], [3.2794805904, 46.2839992891], [3.2866021066, 46.2826873742], [3.2915944197, 46.2817870605], [3.2936192239, 46.2798085055], [3.2954932639, 46.2778986716]], ""type"": ""LineString""}";2;BAYETL72MARMA;LIAISON 400kV N0 2 BAYET - MARMAGNE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;46.7133579015821, 2.799467978370683
AERIEN;MUREAL61NOURO;LIAISON 225kV N0 1 MUREAUX (LES) - NOUROTTES;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[1.9130525842, 48.9691531325], [1.9133108241, 48.9693721586], [1.9099645487, 48.9717668832]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.97047015454848, 1.911755083526288
AERIEN;GARCHL61ZGIEN;LIAISON 225kV N0 1 GARCHIZY - GIEN - TABARDERIE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[3.1050050006, 47.0335782908], [3.1086512406, 47.0368206525], [3.112510472, 47.0402643317]], ""type"": ""LineString""}";2;GARCHL31ZDOUD;LIAISON 63kV N0 1 CHARITE-SUR-LOIRE (LA)-DOUDOYE-GARCHIZY;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;47.0369196971064, 3.1087591741423926
AERIEN;FLERSL61LAUNA;LIAISON 225kV N0 1 FLERS-LAUNAY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-1.0598691196, 48.6220296635], [-1.064850572, 48.6203980476], [-1.0686446107, 48.6192586821], [-1.0737118356, 48.6177405548], [-1.079517054, 48.6160041475], [-1.086205333, 48.6139443821], [-1.0917805532, 48.6122468302], [-1.0982400293, 48.6102950971], [-1.1040322136, 48.6085164063], [-1.1096224669, 48.6066094006], [-1.1139193822, 48.6051511831], [-1.1181997372, 48.6036942746], [-1.1237302816, 48.6018182704], [-1.1298690827, 48.599720927], [-1.1357879147, 48.5976804425], [-1.1413743306, 48.5958223518], [-1.1471712948, 48.5938485522], [-1.1519478331, 48.5922316932], [-1.1569122779, 48.5908827206], [-1.1618260452, 48.5895461864], [-1.1689658234, 48.58758998], [-1.174509225, 48.5860694944], [-1.1786179623, 48.5844407139], [-1.1821212487, 48.5830339506], [-1.1872468759, 48.5809690658], [-1.1931280036, 48.5786457493], [-1.1990711945, 48.5762732049], [-1.2041075845, 48.5742629233], [-1.2111451617, 48.5714501436], [-1.2163615546, 48.5693924235], [-1.2215844756, 48.5678413354], [-1.2298892296, 48.5653976248], [-1.2378249775, 48.5630303246], [-1.2425087666, 48.5616750711], [-1.2488257335, 48.5605457772], [-1.2558085724, 48.5593311295], [-1.2615690125, 48.5581067182], [-1.2621167436, 48.5615680414], [-1.2615549722, 48.5631066568]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.58869425547355, -1.1629875776449148
AERIEN;.ARKAL61ARGIA;LIAISON 225kV N0 1 ARGIA-ARKALE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-1.7559272034, 43.3373543886], [-1.7496140187, 43.3380794129], [-1.746405428, 43.3384405733], [-1.738156939, 43.3393685525], [-1.7344211506, 43.3397886053], [-1.7278939114, 43.3405222122], [-1.7188363882, 43.3413609849], [-1.7152459255, 43.341693183], [-1.7089643984, 43.3422742308], [-1.7012602903, 43.343411287], [-1.6979898595, 43.3438937156], [-1.6914455529, 43.344858959], [-1.6855302008, 43.3465978648], [-1.6831206347, 43.3473060193], [-1.6804728507, 43.3479630502], [-1.6744514264, 43.3494570197], [-1.6688605289, 43.3508437205], [-1.6632809742, 43.3522272979], [-1.6598280775, 43.3538573833], [-1.6546434437, 43.3563046956], [-1.6467807882, 43.3600152555], [-1.6434984207, 43.3615639263], [-1.6414572357, 43.3621650742], [-1.6359740775, 43.3637797659], [-1.6320160897, 43.3649450366], [-1.6283527388, 43.3660234605], [-1.6211328951, 43.3681483263], [-1.6137937585, 43.3703076174], [-1.6055948935, 43.3727190981], [-1.5952084532, 43.3757728077], [-1.5885427565, 43.3777318303], [-1.5805669203, 43.3800752826], [-1.5726232632, 43.3824084819], [-1.565939012, 43.3843711611], [-1.5607354229, 43.3859523426], [-1.5528408656, 43.3883504401], [-1.546695116, 43.3902167635], [-1.5358312291, 43.3929920289], [-1.5278160506, 43.3954935859], [-1.5202983464, 43.3978391136], [-1.5150643637, 43.3994716423], [-1.5078075254, 43.4017347264], [-1.5028785551, 43.403271386], [-1.4989795219, 43.4044867177], [-1.4953047558, 43.4056320347], [-1.4899594443, 43.4072976525], [-1.4858768218, 43.4085695933], [-1.4797300561, 43.4104842619], [-1.4721652329, 43.412839893], [-1.4672873323, 43.4143585133], [-1.4657322931, 43.4155483424], [-1.4599537418, 43.4199690529], [-1.4560906806, 43.4229238384], [-1.4534416259, 43.4253238587]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.37419440898229, -1.6023896970511395
AERIEN;RIVIEL61SANSS;LIAISON 225kV N0 1 RIVIERE (LA) - SANSSAC (L EGLISE);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[4.2601017972, 45.3177602027], [4.2615933045, 45.3211670534], [4.2624862876, 45.3232054661], [4.2653701635, 45.3245490284], [4.2693476744, 45.3264015977], [4.2737421136, 45.3284480842], [4.276214, 45.3295991264], [4.2789539305, 45.3308748447], [4.2821374499, 45.3305829256], [4.2866720674, 45.3301668575], [4.289207063, 45.329926034], [4.2930532688, 45.3302028755], [4.2969519482, 45.3304868501]], ""type"": ""LineString""}";2;RIVIEL61TREVA;LIAISON 225kV N0 1 RIVIERE (LA) - TREVAS;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;45.32752008886127, 4.276770545898983
AERIEN;COR.PL61GUERS;LIAISON 225kV N0 1 CORDEMAIS-POSTE-GUERSAC;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-1.9662105878, 47.3369423595], [-1.9732616466, 47.3368405278], [-1.9801312033, 47.3367704524], [-1.9869319755, 47.3366739828], [-1.9938378896, 47.3365943438], [-2.0001405861, 47.3365118909], [-2.007135848, 47.3364189144], [-2.0136116869, 47.3363366945], [-2.0207047036, 47.3362428187], [-2.0279354807, 47.3366278211], [-2.0350447129, 47.3370158043], [-2.0422812471, 47.3374304222], [-2.0488558238, 47.3373518594], [-2.0562667716, 47.3372627445], [-2.0643682498, 47.3371366704], [-2.0723548657, 47.3370447733], [-2.0782877632, 47.3369728028], [-2.0840024714, 47.3369083362], [-2.0896583564, 47.3346873859], [-2.0950357604, 47.3325974631], [-2.0994927217, 47.3315627125], [-2.1042082116, 47.3304991022], [-2.1113497738, 47.3312256754], [-2.1174536745, 47.3318514567], [-2.1213716906, 47.3334015672], [-2.1272429358, 47.335752942], [-2.1335709179, 47.3382813406], [-2.1385698263, 47.3402982294], [-2.1435322131, 47.3403967421], [-2.1491315443, 47.3398704221], [-2.1556128687, 47.3392569136], [-2.1611520508, 47.3387426123]], ""type"": ""LineString""}";2;GUERSL61ZPRIN;LIAISON 225kV N0 1 CORDEMAIS-POSTE - GUERSAC - THEIX;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;47.33632344781913, -2.064404495071109
AERIEN;P.JERL61SANDO;LIAISON 225kV N0 1 PORT-JEROME-SANDOUVILLE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[0.3185369215, 49.5107326455], [0.3133198528, 49.5108312356]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.510781940550004, 0.31592838715000005
AERIEN;DOMLOL62ZSSL7;LIAISON 225kV N0 2 BELLE-EPINE - DOMLOUP - ST-LAURENT;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-1.5582888153, 48.0938540905], [-1.5583461498, 48.0945742448], [-1.5575768701, 48.0973637915]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.09561843085967, -1.5580326268168012
AERIEN;BXTO5L61LATEN;LIAISON 225kV N0 1 BEAUTOR(POSTE)-LATENA;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[3.3265310277, 49.6477663023], [3.3258649019, 49.6502949624], [3.3250927042, 49.6527214589]], ""type"": ""LineString""}";2;BXTO5L62LATEN;LIAISON 225kV N0 2 BEAUTOR(POSTE)-LATENA;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;49.65025297501015, 3.3258431578150605
AERIEN;CABANL62DARSE;LIAISON 225kV N0 2 CABAN-DARSE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[4.846714508, 43.4282208621], [4.8475285929, 43.4286568629]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.4284388625, 4.847121550449999
AERIEN;NEOULL72REALT;LIAISON 400kV N0 2 NEOULES - REALTOR;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[5.3434601675, 43.4485966117], [5.3421350604, 43.4481776739]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.4483871428, 5.34279761395
AERIEN;GUEBWL61LOGEL;LIAISON 225kV N0 1 GUEBWILLER - LOGELBACH;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[7.3007557796, 48.0758791666], [7.3047894687, 48.0734939534], [7.3085524912, 48.0712898217], [7.3123366813, 48.0686062113], [7.3148848209, 48.0651647888], [7.3173274728, 48.0618506766], [7.3202344648, 48.0579389938], [7.3231407519, 48.0539902989], [7.3261551627, 48.049922195], [7.3296975362, 48.0451180221], [7.3328111154, 48.0409118266], [7.3359040048, 48.0367376679], [7.3393888303, 48.0320064606], [7.3428309698, 48.0273371267], [7.3459351907, 48.0231558995], [7.3493612417, 48.0184832953], [7.3526655979, 48.0140367131], [7.355364471, 48.0103838793], [7.3597046681, 48.0081717234], [7.3648110529, 48.0055974731]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.040695840209715, 7.332870304660665
AERIEN;C.ROUL61CHARP;LIAISON 225kV N0 1 CHARPENAY-CROIX-ROUSSE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[4.75589239, 45.7927740127], [4.7614454063, 45.7903428321]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.7915584224, 4.75866889815
AERIEN;CUBNEL61MQIS;LIAISON 225kV N0 1 CUBNEZAIS-MARQUIS (LE);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-0.53340984, 45.0295826182], [-0.5399787905, 45.0209205608]], ""type"": ""LineString""}";2;MQIS L31V.BLA;LIAISON 63kV N0 1 MARQUIS (LE)-VILLENEUVE-DE-BLAYE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;45.0252515895, -0.53669431525
AERIEN;MENUEL72TAUTE;LIAISON 400kV N0 2 MENUEL - TAUTE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[-1.576498214, 49.4720834915], [-1.5771735851, 49.4753580217], [-1.5773572029, 49.4756961471]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.47390717600884, -1.5768802248941962
AERIEN;CHESNL71MORBR;LIAISON 400kV N0 1 CHESNOY (LE) - MORBRAS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[2.65278914, 48.7753452892], [2.6542360927, 48.7728132491], [2.6565670029, 48.7691072041], [2.6589882191, 48.7650425872], [2.6620872327, 48.7598132451], [2.6647402514, 48.7553299787], [2.6673323477, 48.7509355211], [2.6699004297, 48.7465948983], [2.6727431386, 48.7417898981], [2.6756910129, 48.7368133705], [2.6784131925, 48.7321904645], [2.6812404597, 48.7274247965], [2.6836256768, 48.7239395795], [2.6855747868, 48.7210629401], [2.6882440403, 48.7182052586], [2.6913652521, 48.7153765429], [2.6958205224, 48.7121599026], [2.7007226166, 48.7086320581], [2.7052856658, 48.7053622095], [2.7098947362, 48.7020374692], [2.7154103058, 48.6980644389], [2.7195337665, 48.6950960776], [2.7244068161, 48.6915887584], [2.7288865038, 48.6883583045]], ""type"": ""LineString""}";2;CHESNL72MORBR;LIAISON 400kV N0 2 CHESNOY (LE) - MORBRAS;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;48.72789137384887, 2.6864980941282552
AERIEN;CHESNL72MORBR;LIAISON 400kV N0 2 CHESNOY (LE) - MORBRAS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[2.65278914, 48.7753452892], [2.6499452519, 48.7773642625], [2.6494843892, 48.7779328053]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.77657917480023, 2.6510805957582995
AERIEN;ESTR6L61FAMAR;LIAISON 225kV N0 1 ESTREUX-FAMARS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[3.506558965, 50.3111505748], [3.5071220713, 50.3105344631], [3.5075460397, 50.3082148845]], ""type"": ""LineString""}";1;;;;;;;;;;;;;50.309758418210926, 3.5072050281297487
AERIEN;CORNIL61ZCRUS;LIAISON 225kV N0 1 CORNIER - CRUSEILLES - GENISSIAT-POSTE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[6.0977329792, 46.0412584188], [6.1052331947, 46.0410477294]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.041153074099995, 6.10148308695
AERIEN;MIONSL61MOUCH;LIAISON 225kV N0 1 MIONS-MOUCHE (LA);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[4.9710477574, 45.6729351664], [4.9662532556, 45.6739839172], [4.9634823868, 45.6747393108], [4.9611889098, 45.6753556345], [4.9577516917, 45.6760886752], [4.9542361381, 45.6768504429], [4.9512694015, 45.6754335201], [4.9480108728, 45.6741961501], [4.9445440795, 45.673329898], [4.9415500355, 45.6725749775], [4.9381968574, 45.6741372035], [4.9352887585, 45.6755296829], [4.9327259288, 45.676731356], [4.9290532502, 45.6784456213], [4.9254787497, 45.6801223889], [4.9236611372, 45.6814506589], [4.9210733722, 45.6835824814], [4.9178330447, 45.6857427693], [4.9148327892, 45.6876868033], [4.9120167771, 45.6896202201], [4.9095320227, 45.6916926854], [4.9073653772, 45.6938973211], [4.9052028699, 45.6961117193], [4.9030213171, 45.6983346091], [4.900416732, 45.7010495897], [4.9011461833, 45.7024794244], [4.9036667713, 45.7044929678], [4.9053860445, 45.7059046211], [4.9072398155, 45.7074157841], [4.9073227829, 45.7090278256]], ""type"": ""LineString""}";2;MIONSL62VENIS;LIAISON 225kV N0 2 MIONS-VENISSIEUX;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;45.684104041919625, 4.930089884424074
AERIEN;AMNEVL61ZGAN5;LIAISON 225kV N0 1 AMNEVILLE - ST-HUBERT - VIGY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[6.13571839, 49.2679142634], [6.1390940776, 49.2690094892], [6.1425648779, 49.269764848], [6.1476318524, 49.2712196807], [6.1523394099, 49.2718029961], [6.1570482714, 49.2724040781], [6.1619532919, 49.2722575615], [6.1675503434, 49.2734171026]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.27122420747137, 6.15154057911681
