Type ouvrage;Code ligne 1;Nom ligne 1;Propriétaire ligne 1;Etat;TENSION;Source donnée;Geo Shape;Nombre circuit;Code ligne 2;Nom ligne 2;Propriétaire ligne 2;Code ligne 3;Nom ligne 3;Propriétaire ligne 3;Code ligne 4;Nom ligne 4;Propriétaire ligne 4;Code ligne 5;Nom ligne 5;Proprietaire ligne 5;geo_point_2d
AERIEN;ISSELL71VERFE;LIAISON 400kV N0 1 ISSEL - VERFEIL;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[1.6705958436, 43.622732683], [1.670878406, 43.6274309767], [1.6718442561, 43.6283597688]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.62570531561789, 1.6708754499391354
AERIEN;CARRIL61MORU;LIAISON 225kV N0 1 CARRIERES-MORU;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.6749220984, 49.3120589925], [2.675014156, 49.3117139054]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.31188644895, 2.6749681272
AERIEN;P.JERL61SANDO;LIAISON 225kV N0 1 PORT-JEROME-SANDOUVILLE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[0.5512013256, 49.4835125732], [0.5505915721, 49.4826630973]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.483087835250004, 0.55089644885
AERIEN;SSROCL61VERTE;LIAISON 225kV N0 1 ST-ROCH - VERTEFEUILLE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[3.0686865312, 50.6717444245], [3.0694079438, 50.6715789692]], ""type"": ""LineString""}";1;;;;;;;;;;;;;50.67166169685, 3.0690472375
AERIEN;MENUEL74TAUTE;LIAISON 400kV N0 4 MENUEL - TAUTE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[-1.3617514975, 49.2062522966], [-1.361258773, 49.2045096848], [-1.3614798109, 49.2037689947]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.20500955348441, -1.361464498018491
AERIEN;ALLINL61CORNI;LIAISON 225kV N0 1 ALLINGES-CORNIER;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[6.4774125951, 46.3302386774], [6.4781534693, 46.3259923335], [6.4786033809, 46.3233096521], [6.4753188717, 46.3195115876], [6.470588868, 46.3160919432], [6.4663403725, 46.3130540559], [6.460889471, 46.3091574977], [6.4560286732, 46.305654678], [6.4518872185, 46.3026607958], [6.4459965087, 46.2984371225], [6.4411653791, 46.2990131959], [6.4371360352, 46.2994981595], [6.4305709366, 46.3002973091], [6.4271945531, 46.2998338992], [6.4235316728, 46.299007566], [6.4194553496, 46.2980584449], [6.4135876582, 46.2967365207], [6.4088194308, 46.2938807486], [6.4052927201, 46.2917645456], [6.4000974378, 46.2886526021], [6.395431307, 46.2878355959], [6.3908852546, 46.287044557], [6.3868777173, 46.2863409389], [6.3825647631, 46.2855931338], [6.3761874069, 46.2844665363], [6.3678761954, 46.2830462522], [6.3632505313, 46.2822366941], [6.3558727129, 46.2809556166], [6.349873892, 46.2799191893], [6.3477956384, 46.2772881972], [6.3458190326, 46.2747875347], [6.3423842538, 46.2704109222], [6.3369261678, 46.2675851735], [6.3316482358, 46.2648665164], [6.3270856828, 46.2625161054], [6.3242051231, 46.2592475387], [6.3211245392, 46.2557180337], [6.3178924302, 46.2520179379], [6.3163671611, 46.2480075401], [6.313389586, 46.2442937111], [6.309925215, 46.2405127609], [6.306802384, 46.237067021], [6.3035563779, 46.2335553476], [6.300017867, 46.2296853014], [6.2963611414, 46.2256987829], [6.2959848814, 46.2216692495], [6.2954763866, 46.2163665024], [6.2951512005, 46.2130547721]], ""type"": ""LineString""}";2;ALLINL61ZALL7;LIAISON 225kV N0 1 ALLINGES - CORNIER - JUVIGNY;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;46.27925067078378, 6.381492981073984
AERIEN;P.GASL61TILLI;LIAISON 225kV N0 1 PLESSIS-GASSOT - TILLIERS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.4297004483, 49.0351940113], [2.4281106784, 49.033495952], [2.4263415609, 49.0315526815], [2.4245835361, 49.0296255476], [2.4224721734, 49.026328243]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.03090226786034, 2.425904121406422
AERIEN;CIROLL72VLEJU;LIAISON 400kV N0 2 CIROLLIERS - VILLEJUST;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[2.3179700567, 48.5516109037], [2.3170654865, 48.5517770647], [2.3128697648, 48.5506885641]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.55131353651127, 2.315413997388023
AERIEN;CHEV5L61MERLA;LIAISON 225kV N0 1 CHEVIRE - MERLATIERE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-1.6104971691, 47.1870031748], [-1.6105554945, 47.1865418301], [-1.611055233, 47.1832528443], [-1.6086834806, 47.1817700894]], ""type"": ""LineString""}";1;;;;;;;;;;;;;47.184016829472306, -1.6103883169094815
AERIEN;B.CARL61T.VIC;LIAISON 225kV N0 1 BROC-CARROS (LE)-TRINITE-VICTOR;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[7.3182382802, 43.7477371271], [7.318780788, 43.7474992097]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.7476181684, 7.3185095341
AERIEN;ROUMAL61ZGRA6;LIAISON 225kV N0 1 BEAULIEU - ROUMAGNOLLE - GRANZAY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-0.5370339041, 45.9190007741], [-0.5418977267, 45.9208764031], [-0.5472685514, 45.9228686642], [-0.5532299301, 45.9250801368], [-0.557230253, 45.9265624358], [-0.5619847358, 45.9283346172], [-0.56669466, 45.9300926286], [-0.5715229928, 45.9318610779], [-0.5765823313, 45.9337384101], [-0.5822061179, 45.9358257006], [-0.5867392345, 45.9375073634], [-0.5922803409, 45.9395634559], [-0.5980800386, 45.941714734], [-0.602825966, 45.9434737721], [-0.6086967216, 45.9456511077], [-0.6154318608, 45.9481340197], [-0.6218199488, 45.9504789112], [-0.6270461133, 45.9524415975], [-0.6307698531, 45.9538194508], [-0.6370853617, 45.9560053437], [-0.641334408, 45.9574624442], [-0.6471089961, 45.9594660952], [-0.6532451438, 45.9615767298], [-0.6582878511, 45.9633114174], [-0.6632821919, 45.9650338508], [-0.6688126991, 45.9671732144], [-0.6741630236, 45.9692587024], [-0.6797711255, 45.9714428366], [-0.6856146231, 45.973719067], [-0.6922020742, 45.976282753], [-0.6975795805, 45.9779957671], [-0.7052578118, 45.98045811], [-0.7116609995, 45.9825263253], [-0.7185934297, 45.9847397437]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.95235753031662, -0.6276477461570069
AERIEN;LOSCOL61MARTY;LIAISON 225kV N0 1 LOSCOAT-MARTYRE (LA);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-4.4980894708, 48.4299017239], [-4.4986718679, 48.4335817327], [-4.4997847208, 48.4386614026], [-4.5001708594, 48.4405239097], [-4.5004616811, 48.4435121379], [-4.5008366269, 48.4480086763], [-4.501523401, 48.4523770163], [-4.5022345123, 48.4571224072], [-4.5027362615, 48.4604343411], [-4.5033125588, 48.4642943154]], ""type"": ""LineString""}";2;LANN6L32LOSCO;LIAISON 63kV N0 2 LANNILIS-LOSCOAT;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;48.44707649204309, -4.500808634689497
AERIEN;BOISSL62CUS.P;LIAISON 225kV N0 2 BOISSE (LA) - CUSSET-POSTE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[5.0180812405, 45.8350723081], [5.0186362862, 45.8358002944]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.83543630125, 5.018358763349999
AERIEN;G.COLL62WARAN;LIAISON 225kV N0 2 GRAND COLOMBIER-WARANDE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.1602870638, 50.9531108104], [2.1630066269, 50.9507163135], [2.1631623961, 50.9498498046]], ""type"": ""LineString""}";1;;;;;;;;;;;;;50.951594838639, 2.161927873807814
AERIEN;SSELOL61VNOL;LIAISON 225kV N0 1 ST-ELOI-VIGNOL;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[3.1164069535, 47.0437105094], [3.1182080577, 47.0457830274]], ""type"": ""LineString""}";2;GARCHL31ZDOUD;LIAISON 63kV N0 1 CHARITE-SUR-LOIRE (LA)-DOUDOYE-GARCHIZY;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;47.0447467684, 3.1173075055999995
AERIEN;HOURAL61MARSI;LIAISON 225kV N0 1 HOURAT - MARSILLON;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-0.429632585, 42.9845402356], [-0.4294761553, 42.9848346165], [-0.4336853655, 42.9863009124], [-0.4324975782, 42.9900893429], [-0.4303966152, 42.9943267394], [-0.427676887, 42.9969673937], [-0.4264663722, 42.9995431366], [-0.4243481193, 43.0040497412], [-0.4249683619, 43.0071338455], [-0.425203434, 43.0083028166], [-0.4291898238, 43.0171670575], [-0.4299206242, 43.0187917348], [-0.4291549378, 43.0228274841], [-0.428087648, 43.0284524875], [-0.4275790784, 43.0311328805], [-0.4279492291, 43.0335460883], [-0.4299737404, 43.037914337], [-0.4307292137, 43.0395441628], [-0.4337367099, 43.044569979], [-0.434907306, 43.0468784435], [-0.4370475244, 43.0510985558], [-0.4383297201, 43.0536265119], [-0.4394213848, 43.0608418202], [-0.4401365528, 43.0655679349], [-0.4407524412, 43.0696365405], [-0.4414781137, 43.0744310088], [-0.4441821352, 43.0792076187], [-0.4463470094, 43.0830310842], [-0.4511610285, 43.0915316059], [-0.4524303474, 43.0937724574], [-0.4532604364, 43.0952379468], [-0.4565064474, 43.1009674098], [-0.4582364233, 43.1040202375], [-0.459743022, 43.1066789151], [-0.4614941511, 43.1097685606], [-0.4640151579, 43.1142160735], [-0.4647827189, 43.1162983391], [-0.4667038814, 43.1215088431], [-0.4676612718, 43.1241051435], [-0.4687710921, 43.1271147779], [-0.4700630663, 43.1306177008], [-0.4711301049, 43.133510234], [-0.4730105512, 43.1386075361], [-0.4743261395, 43.1421057937], [-0.4760825488, 43.14693241], [-0.4772750593, 43.1501635535], [-0.4785142713, 43.1535206858], [-0.480748544, 43.1581028917], [-0.4825326998, 43.1617183825], [-0.4856056195, 43.167944267], [-0.4869670006, 43.1707023604], [-0.4885589192, 43.1739271029], [-0.4909550268, 43.1789921646], [-0.4928840932, 43.1830693046], [-0.494942753, 43.1874195675], [-0.4979088616, 43.1936867919], [-0.4989389456, 43.1958627863], [-0.5012421003, 43.200066201], [-0.5037363319, 43.2046178887], [-0.5051692932, 43.2072325727], [-0.5067576154, 43.210130126], [-0.5083598901, 43.2130530112], [-0.5102974871, 43.216587199], [-0.5116296772, 43.2190169573], [-0.5136266048, 43.222658423], [-0.5168527089, 43.2285401898], [-0.5176267694, 43.2299515606], [-0.5209682439, 43.2360421209], [-0.5221948727, 43.2383193411], [-0.5255218823, 43.2450058004], [-0.5266555762, 43.2472839444], [-0.5291329363, 43.2522611697], [-0.5306143401, 43.2552371071], [-0.5324656643, 43.2589557473], [-0.5347794236, 43.2635199002], [-0.5366848797, 43.26649508], [-0.5397398577, 43.2712642387], [-0.5412836217, 43.2736738535], [-0.5433211307, 43.2768539403], [-0.5460832919, 43.2811643442], [-0.5482567592, 43.2845557201], [-0.5498800469, 43.2870882894], [-0.5522281412, 43.2907510643], [-0.5538325434, 43.2932536218], [-0.555701045, 43.2963598777], [-0.5577399853, 43.2997486395], [-0.5590862556, 43.3019861829], [-0.5602962151, 43.3039970147], [-0.5623995538, 43.3074919845], [-0.5647117924, 43.3113336037], [-0.5671523395, 43.3153878099], [-0.5690840062, 43.3185964449], [-0.5709152781, 43.3216376432], [-0.571981309, 43.3247915017], [-0.5731972956, 43.3283883076], [-0.5754050251, 43.3312300919], [-0.578255673, 43.3348988011], [-0.5814849054, 43.3390541054], [-0.58414634, 43.342478297], [-0.5873660104, 43.3466200655], [-0.5902534676, 43.3503351158], [-0.592503432, 43.3532272951], [-0.595548422, 43.3559084062], [-0.5985176761, 43.3585224484], [-0.6002758147, 43.3619952519], [-0.6023297095, 43.3660515928], [-0.6041600331, 43.3696657408], [-0.6057167901, 43.3727395175], [-0.6027961794, 43.3762161663], [-0.5997189178, 43.3798785691], [-0.5973918866, 43.3826477103], [-0.5959719477, 43.3847126172], [-0.5951425875, 43.3853403162]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.188604201223285, -0.503157538617499
AERIEN;LAUNAL71TAUTE;LIAISON 400kV N0 1 LAUNAY - TAUTE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[-1.2583696258, 48.5637793178], [-1.2563619599, 48.5628189308], [-1.2523498601, 48.5615719729]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.56257763517121, -1.2553981821198574
AERIEN;MEZE5L74PORC2;LIAISON 400kV N0 4 MEZEROLLES - PORCHEVILLE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[1.7462201166, 48.9341130291], [1.7444624735, 48.933374914]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.93374397155, 1.74534129505
AERIEN;MERLAL62SOULL;LIAISON 225kV N0 2 MERLATIERE - SOULLANS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-1.8863774112, 46.7849764102], [-1.8854158709, 46.7853504271], [-1.8805854562, 46.7871404866]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.786064907836234, -1.8834838866760477
AERIEN;BRAUDL72PREGU;LIAISON 400kV N0 2 BRAUD - PREGUILLAC;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[-0.603044395, 45.6696607903], [-0.6029755854, 45.6732236105], [-0.6039721881, 45.6742923995], [-0.6043181323, 45.6743111395]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.67225669697861, -0.6032094200813802
AERIEN;BRAUDL71PREGU;LIAISON 400kV N0 1 BRAUD - PREGUILLAC;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[-0.603044395, 45.6696607903], [-0.6033797594, 45.6730727419], [-0.6043629897, 45.6733621343]], ""type"": ""LineString""}";1;;;;;;;;;;;;;45.67179269854002, -0.6033638145845699
AERIEN;GEN.PL61ZCRUS;LIAISON 225kV N0 1 CORNIER - CRUSEILLES - GENISSIAT-POSTE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[5.8161324949, 46.0607116468], [5.8204131684, 46.0602619389], [5.8250543428, 46.0597760662], [5.8337313526, 46.0588675335], [5.8385071311, 46.0578100073], [5.844518653, 46.0564744848], [5.8504187516, 46.0551666004], [5.8575017984, 46.0536158847], [5.8646990845, 46.0520051227], [5.8713087689, 46.0505989069], [5.8822737023, 46.0481238202], [5.8868671328, 46.0471752054], [5.9004390428, 46.0466277779], [5.9103170137, 46.0462411865], [5.9158277556, 46.0460337942], [5.9233800164, 46.0457662881], [5.9294342135, 46.0455081668], [5.9348419751, 46.0453114978], [5.9418580434, 46.045040396], [5.9513339106, 46.0446904276], [5.9534673003, 46.0446096198], [5.9650718027, 46.0443505423], [5.972545402, 46.0441721481], [5.9789532928, 46.0440237087], [5.9864147959, 46.0438544213], [5.9932319766, 46.0436898541], [6.0005124144, 46.0435037047], [6.0078366425, 46.0433554758], [6.0147240276, 46.0431967857], [6.0222473007, 46.0430486948], [6.0313114516, 46.0428229838], [6.0416436155, 46.0425703961], [6.0486851564, 46.042376102], [6.056458099, 46.0421970624], [6.0678124161, 46.0419452886], [6.0749222576, 46.0417633957], [6.0838790945, 46.0415894278], [6.091047129, 46.0413833263]], ""type"": ""LineString""}";2;CORNIL62GEN.P;LIAISON 225kV N0 2 CORNIER - GENISSIAT-POSTE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;46.04674345500005, 5.953118201427352
AERIEN;CERGYL72TERRI;LIAISON 400kV N0 2 CERGY - TERRIER;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[2.0810265194, 49.0587118837], [2.0814533464, 49.061661147], [2.0819312185, 49.0649616534], [2.0847459089, 49.0681232326], [2.0871923944, 49.0708716421], [2.0915511969, 49.0757677139], [2.0951446758, 49.0798014339], [2.0983959425, 49.0834857638], [2.101204283, 49.0874129481], [2.1032291465, 49.0902364874], [2.10589551, 49.0939436199], [2.1086259338, 49.0977388071], [2.1106519584, 49.1005569839], [2.1135109477, 49.1045301308], [2.1163321873, 49.1084533633], [2.1187098108, 49.1117551744], [2.1213613901, 49.1154387392], [2.1244170645, 49.1196811108], [2.1274345706, 49.1238680858], [2.1333146738, 49.1266072209], [2.1380912861, 49.1288310419], [2.1427638526, 49.1310064542], [2.1477253998, 49.1333160716], [2.1525093847, 49.135540508], [2.155112527, 49.1367514309], [2.1607529271, 49.1393756299], [2.1655234249, 49.1415705897], [2.1705128301, 49.141204072], [2.1765664658, 49.1407582214], [2.1850160387, 49.1401372512], [2.1919432312, 49.1396271401], [2.1973012922, 49.1418249369], [2.2021809604, 49.1438262018], [2.2102874882, 49.1459778501], [2.2148469748, 49.1471876787], [2.2217459216, 49.1490178661], [2.2285372185, 49.1508189921], [2.2327316192, 49.1508318561], [2.2406256201, 49.1508558414], [2.2490938031, 49.1508808234], [2.254444977, 49.1506707027]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.122581513003404, 2.157146201395236
AERIEN;CERGYL71TERRI;LIAISON 400kV N0 1 CERGY - TERRIER;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[2.0810265194, 49.0587118837], [2.0822015678, 49.061568759], [2.0826010544, 49.0648234293], [2.0851896345, 49.0677319508], [2.0879084295, 49.0707861694], [2.0921420673, 49.0755413576], [2.0958032192, 49.0796511189], [2.0990569864, 49.083305936], [2.1015429204, 49.0868394697], [2.103656337, 49.0897760558], [2.1059227535, 49.0929281093], [2.1089956894, 49.0972016929], [2.1111641975, 49.100216838], [2.1141508307, 49.1043820719], [2.1169496982, 49.1082620636], [2.1193335404, 49.1115635505], [2.1219783508, 49.1152441699], [2.1249004947, 49.1192998861], [2.127975933, 49.1235704355], [2.1337131675, 49.1262417142], [2.1384873183, 49.1284642404], [2.1439679685, 49.1310151104], [2.1485341388, 49.1331399023], [2.15311344, 49.1352705279], [2.1558039548, 49.1365271875], [2.1606895607, 49.1387947177], [2.1656658441, 49.1411089762], [2.1705022188, 49.1407535354], [2.1766473203, 49.140301032], [2.1838251262, 49.1397732248], [2.192173363, 49.1391582598], [2.1972357486, 49.1412525708], [2.2024950683, 49.1434260179], [2.2105524088, 49.1455642873], [2.2148978219, 49.1467172366], [2.2218122858, 49.1485513816], [2.2286715229, 49.1503703833], [2.2330755865, 49.1503835952], [2.2412100803, 49.1504075435], [2.2485344012, 49.1504286823], [2.254444977, 49.1506707027]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.122211704025176, 2.1574915322993182
AERIEN;LAVERL61P.BOU;LIAISON 225kV N0 1 LAVERA-PORT-DE-BOUC;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[4.99434369, 43.418507376], [4.9929684244, 43.4161234997], [4.9924211263, 43.4155539645]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.416986128593564, 4.993441688825495
AERIEN;GRANZL71ROM;LIAISON 400kV N0 1 GRANZAY - ROM;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[0.1430163915, 46.320791086], [0.135882003, 46.3205421516], [0.1303567673, 46.3203519693], [0.1246290337, 46.3201314566], [0.1188963525, 46.3199375583], [0.1135039052, 46.3197473417], [0.1086016287, 46.3195791036], [0.1018032079, 46.3193363882], [0.0946739297, 46.3189739477], [0.0868898932, 46.3188089543], [0.0795905009, 46.3185513665], [0.0732150989, 46.3183205786], [0.0660785289, 46.3180640192], [0.0592540986, 46.3178339822], [0.05294754, 46.3176031648], [0.0462427331, 46.3173662015], [0.0400010809, 46.3171445245], [0.0340382275, 46.3169353663], [0.0277622793, 46.3166970163], [0.0213557533, 46.3164754528], [0.0159655353, 46.3162743348], [0.0090682069, 46.3160186248], [0.0024050102, 46.315787118], [-0.0042071548, 46.3155481756], [-0.0122239859, 46.3152599533], [-0.0200847172, 46.3149681073], [-0.0267276324, 46.3147227113], [-0.0332490396, 46.3144920664], [-0.0410149257, 46.3142034485], [-0.0481715066, 46.313944218], [-0.0561962328, 46.3141387769], [-0.06400031, 46.3143356414], [-0.0721780689, 46.3145501348], [-0.0780910531, 46.3146916838], [-0.0839997398, 46.3142389321], [-0.0908275513, 46.3137166874], [-0.097710592, 46.3131829412], [-0.1049392646, 46.3126251313], [-0.1117314621, 46.3120987901], [-0.1175564447, 46.3116442901], [-0.1251858966, 46.3110522028], [-0.1315780636, 46.3105630556], [-0.1365381773, 46.3074034558], [-0.1409674738, 46.3045504786], [-0.1459158301, 46.3013844005], [-0.1502980288, 46.2985734751], [-0.1543677632, 46.2960104796], [-0.1616653413, 46.2939280152], [-0.1684417953, 46.2920177182], [-0.1756735021, 46.2899933955], [-0.1809898162, 46.289830402], [-0.1867738245, 46.2896729477], [-0.1929440608, 46.2894723702], [-0.1995652675, 46.2877193715], [-0.2068214205, 46.2857806906], [-0.2129883579, 46.2841324996], [-0.2199124548, 46.2823030506], [-0.2263757397, 46.280595216], [-0.233110444, 46.2785945886], [-0.2391021914, 46.276815687], [-0.2453890392, 46.2755464419], [-0.2520081932, 46.2742278393], [-0.2572822023, 46.2730188692], [-0.2626049762, 46.2717945754], [-0.2682558689, 46.2717525423], [-0.275680777, 46.2716103669], [-0.2836008462, 46.2714535514], [-0.2912899331, 46.2712988393], [-0.2986676037, 46.27114725], [-0.3063209092, 46.2710049483], [-0.3130802622, 46.2708722407], [-0.3211771603, 46.2707230571], [-0.3265391802, 46.2721995073], [-0.3318643898, 46.2736603743], [-0.3365994463, 46.2749674841], [-0.342876376, 46.2766826529], [-0.3480166283, 46.2778230744], [-0.3535327357, 46.2790506681], [-0.3589884141, 46.2802587311], [-0.3654707323, 46.277606158], [-0.3712625668, 46.2751785616], [-0.3765464249, 46.2730662058], [-0.3818473943, 46.2709144719], [-0.3879138482, 46.2681138987], [-0.3941093853, 46.2652333531], [-0.3997874397, 46.2626062226], [-0.4056120157, 46.2599356377], [-0.4112590395, 46.2573068575], [-0.4164226802, 46.2549335057], [-0.4215141971, 46.2525796698], [-0.4269369602, 46.2500617649], [-0.4322785136, 46.2475896871], [-0.4374781106, 46.2451676353], [-0.4423849532, 46.242891167], [-0.4474840808, 46.240526019], [-0.4525447215, 46.2381777843], [-0.4583462332, 46.2354851229], [-0.4642599901, 46.2327407594], [-0.4704974574, 46.2298448996], [-0.4767847356, 46.2269213345], [-0.4820386301, 46.22662766], [-0.486773819, 46.2263628878], [-0.4924652774, 46.2260290016], [-0.4980890871, 46.2254678485], [-0.5035888261, 46.2236725291], [-0.5089351494, 46.2219267074]], ""type"": ""LineString""}";2;GRANZL72VALDI;LIAISON 400kV N0 2 GRANZAY - VALDIVIENNE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;46.28774310436183, -0.18739585465371578
